nombre,region,latitud,longitud,altura,codigo_parroquia,Latitude, Longitude, Elevation, HorasDisconfort
MONTALVO1, , -1.3, -78.6, 2870, 180158, -1.33,  -78.62,  2870.00,  5422\n
MONTALVO_(ANDOAS), Oriente, -1.9, -76.9, 356, 160156, -1.93,  -76.92,  356.00,  3161\n
MONTALVO_(CAB_EN_HORQUETA), Costa, 0.9, -79.3, 198, 80754, 0.89,  -79.29,  198.00,  2421\n
MONTECRISTI, Costa, -1.1, -80.7, 95, 130950, -1.13,  -80.72,  95.00,  2025\n
MONTE_OLIVO, Sierra, 0.4, -77.8, 3064, 40253, 0.40,  -77.84,  3064.00,  5744\n
MORALES, Costa, -3.7, -79.5, 2275, 71152, -3.70,  -79.46,  2275.00,  5162\n
MORASPUNGO, Sierra, -1.1, -79.2, 826, 50351, -1.09,  -79.22,  826.00,  3871\n
MOROMORO_(CAB_EN_EL_VADO), Costa, -3.7, -79.8, 934, 71053, -3.67,  -79.76,  934.00,  3659\n
MORRO, Costa, -2.6, -80.3, 17, 90153, -2.57,  -80.32,  17.00,  2572\n
MUISNE, Costa, 0.6, -79.9, 35, 80350, 0.61,  -79.95,  35.00,  2241\n
MULALILLO, Sierra, -1.1, -78.6, 3026, 50553, -1.10,  -78.64,  3026.00,  5752\n
MULALO, Sierra, -0.7, -78.5, 3503, 50156, -0.73,  -78.51,  3503.00,  6020\n
MULLIQUINDIL_(SANTA_ANA), Sierra, -1, -78.5, 3089, 50554, -1.02,  -78.54,  3089.00,  5773\n
MULTITUD, Sierra, -2.1, -79, 2269, 60255, -2.14,  -78.99,  2269.00,  5597\n
MULUNCAY_GRANDE, Costa, -3.6, -79.6, 1137, 71357, -3.64,  -79.64,  1137.00,  3954\n
NABON, Sierra, -3.3, -79, 2824, 10450, -3.28,  -79.04,  2824.00,  5284\n
NAMBACOLA, Sierra, -4.1, -79.4, 1603, 110753, -4.10,  -79.43,  1603.00,  4349\n
NANEGAL, Sierra, 0.1, -78.6, 1385, 170168, 0.12,  -78.63,  1385.00,  4823\n
NANEGALITO, Sierra, 0, -78.7, 1818, 170169, 0.05,  -78.72,  1818.00,  5335\n
NARANJAL, Costa, -2.7, -79.6, 24, 91150, -2.71,  -79.64,  24.00,  2480\n
NARANJITO, Costa, -2.2, -79.4, 46, 91250, -2.15,  -79.40,  46.00,  2387\n
NARCISA_DE_JESUS, Costa, -2, -80, 8, 92550, -1.97,  -80.05,  8.00,  2513\n
NAYON, Sierra, -0.2, -78.4, 2420, 170170, -0.17,  -78.43,  2420.00,  4971\n
NAZON_(CAB_EN_PAMPA_DE_DOMINGUEZ), Sierra, -2.7, -79, 3618, 30251, -2.69,  -79.01,  3618.00,  6362\n
NOBOA, Costa, -1.4, -80.4, 405, 131652, -1.45,  -80.39,  405.00,  2858\n
NONO, Sierra, -0.1, -78.6, 2726, 170171, -0.05,  -78.60,  2726.00,  5266\n
NUEVA_FATIMA, Sierra, -4.3, -79.8, 1539, 111251, -4.27,  -79.82,  1539.00,  4386\n
NUEVA_LOJA, Oriente, 0.1, -76.9, 311, 210150, 0.13,  -76.91,  311.00,  3058\n
NUEVA_TARQUI, Oriente, -3.4, -78.7, 1368, 140256, -3.44,  -78.68,  1368.00,  4205\n
NUEVO_PARAISO, Oriente, -4.5, -78.8, 1469, 190352, -4.49,  -78.80,  1469.00,  4551\n
NUEVO_PARAISO_(CAB_EN_UNION_), Oriente, -0.3, -77.1, 272, 220159, -0.34,  -77.12,  272.00,  2871\n
NUEVO_QUITO, Oriente, -4, -78.6, 1675, 190952, -4.01,  -78.60,  1675.00,  4581\n
NUEVO_ROCAFUERTE, Oriente, -1, -75.6, 220, 220250, -1.01,  -75.60,  220.00,  2704\n
NULTI, Sierra, -2.9, -78.9, 2531, 10158, -2.86,  -78.89,  2531.00,  5235\n
OCTAVIO_CORDERO_PALACIOS_(STA_ROSA), Sierra, -2.8, -79, 2821, 10159, -2.77,  -78.97,  2821.00,  5407\n
OLMEDO, Costa, -3.9, -79.6, 1518, 111650, -3.94,  -79.63,  1518.00,  4321\n
OLMEDO1, , -1.4, -80.2, 153, 131850, -1.36,  -80.21,  153.00,  2154\n
OLMEDO_(PESILLO), Sierra, 0.1, -78, 3941, 170253, 0.07,  -77.98,  3941.00,  6637\n
ORIANGA, Sierra, -3.9, -79.9, 1252, 110956, -3.88,  -79.89,  1252.00,  4092\n
OTAVALO, Sierra, 0.2, -78.3, 2661, 100450, 0.22,  -78.27,  2661.00,  5191\n
OTON, Sierra, -0, -78.3, 2805, 170254, -0.02,  -78.25,  2805.00,  5017\n
OYACACHI, Oriente, -0.2, -78, 3193, 150453, -0.19,  -77.96,  3193.00,  5902\n
PABLO_ARENAS, Sierra, 0.5, -78.2, 2583, 100653, 0.49,  -78.22,  2583.00,  5260\n
PABLO_SEXTO, Oriente, -1.9, -78.3, 2849, 141150, -1.86,  -78.28,  2849.00,  5689\n
PACAYACU, Oriente, 0.1, -76.5, 303, 210156, 0.11,  -76.50,  303.00,  2675\n
PACCHA, Sierra, -3.6, -79.7, 1552, 70350, -3.56,  -79.66,  1552.00,  4373\n
PACCHA1, , -2.9, -78.9, 2807, 10160, -2.90,  -78.93,  2807.00,  5372\n
PACHICUTZA, Oriente, -3.7, -78.6, 881, 190652, -3.68,  -78.59,  881.00,  3586\n
PACTO, Sierra, 0.2, -78.8, 1374, 170172, 0.16,  -78.84,  1374.00,  5025\n
PAJAN, Costa, -1.6, -80.5, 277, 131050, -1.55,  -80.47,  277.00,  2606\n
PALANDA, Oriente, -4.7, -79.2, 2189, 190850, -4.66,  -79.23,  2189.00,  5436\n
PALENQUE, Costa, -1.3, -79.7, 35, 120950, -1.33,  -79.72,  35.00,  2375\n
PALESTINA, Costa, -1.6, -79.9, 19, 91350, -1.64,  -79.92,  19.00,  2473\n
PALETILLAS, Sierra, -4.1, -80.3, 607, 111354, -4.14,  -80.25,  607.00,  3451\n
PALLATANGA, Sierra, -2, -78.9, 1958, 60850, -2.02,  -78.93,  1958.00,  5195\n
PALMALES, Costa, -3.7, -80.1, 93, 70254, -3.70,  -80.11,  93.00,  2509\n
PALMAS, Sierra, -2.7, -78.6, 2883, 11352, -2.70,  -78.60,  2883.00,  5330\n
PALMA_ROJA, Oriente, 0.1, -76.2, 259, 210351, 0.11,  -76.21,  259.00,  2701\n
PALMIRA, Sierra, -2.1, -78.8, 3294, 60652, -2.08,  -78.75,  3294.00,  5865\n
PALORA_(METZERA), Oriente, -1.7, -78, 883, 140450, -1.70,  -78.00,  883.00,  3877\n
PALO_QUEMADO, Sierra, -0.4, -78.9, 1497, 50754, -0.43,  -78.91,  1497.00,  4909\n
PAMPANAL_DE_BOLIVAR, Costa, 1.3, -78.9, 8, 80257, 1.31,  -78.92,  8.00,  2424\n
PANCHO_NEGRO, Sierra, -2.5, -79.4, 53, 30452, -2.47,  -79.42,  53.00,  2359\n
PANNACOCHA, Oriente, -0.4, -76.1, 280, 210452, -0.42,  -76.06,  280.00,  2992\n
PANO, Oriente, -0.9, -78.2, 3507, 150154, -0.91,  -78.16,  3507.00,  6316\n
PANSALEO, Sierra, -1.1, -78.6, 2648, 50555, -1.09,  -78.58,  2648.00,  5428\n
PAN_DE_AZUCAR, Oriente, -3.1, -78.5, 1626, 140851, -3.07,  -78.53,  1626.00,  3574\n
PAPALLACTA, Oriente, -0.4, -78.2, 3764, 150753, -0.37,  -78.16,  3764.00,  6243\n
PAQUISHA, Oriente, -3.9, -78.6, 1523, 190950, -3.92,  -78.58,  1523.00,  4383\n
PASA, Sierra, -1.2, -78.7, 3509, 180159, -1.24,  -78.74,  3509.00,  6058\n
PASAJE, Costa, -3.4, -79.8, 113, 70950, -3.38,  -79.77,  113.00,  2286\n
PATAQUI, Sierra, 0.2, -78.4, 3015, 100454, 0.19,  -78.36,  3015.00,  5380\n
PATATE, Sierra, -1.3, -78.5, 2492, 180550, -1.33,  -78.48,  2492.00,  5375\n
PATRICIA_PILAR, Costa, -0.6, -79.4, 163, 121051, -0.60,  -79.42,  163.00,  2187\n
PATUCA, Oriente, -2.8, -78.2, 1227, 140553, -2.84,  -78.21,  1227.00,  4122\n
PAUTE, Sierra, -2.8, -78.8, 2664, 10550, -2.79,  -78.78,  2664.00,  5204\n
PEDERNALES, Costa, 0.1, -79.9, 360, 131750, 0.07,  -79.86,  360.00,  2862\n
PEDRO_CARBO, Costa, -1.8, -80.3, 102, 91450, -1.83,  -80.32,  102.00,  2482\n
PEDRO_PABLO_GOMEZ, Costa, -1.7, -80.6, 609, 130657, -1.69,  -80.57,  609.00,  3403\n
PEDRO_VICENTE_MALDONADO, Sierra, 0.1, -79.1, 512, 170850, 0.15,  -79.06,  512.00,  3303\n
PELILEO, Sierra, -1.3, -78.5, 2574, 180750, -1.35,  -78.53,  2574.00,  5318\n
PENIPE, Sierra, -1.6, -78.5, 3177, 60950, -1.58,  -78.51,  3177.00,  5713\n
PENNAHERRERA, Sierra, 0.4, -78.6, 2038, 100354, 0.36,  -78.59,  2038.00,  5252\n
PERUCHO, Sierra, 0.1, -78.4, 2071, 170174, 0.11,  -78.42,  2071.00,  5106\n
PIARTAL, Sierra, 0.6, -77.8, 3153, 40555, 0.55,  -77.75,  3153.00,  5785\n
PICAIGUA, Sierra, -1.3, -78.6, 2616, 180160, -1.28,  -78.58,  2616.00,  5320\n
PICHINCHA, Costa, -1, -79.8, 106, 131150, -0.95,  -79.85,  106.00,  2097\n
PIEDRAS, Costa, -3.6, -79.9, 185, 71054, -3.63,  -79.91,  185.00,  2458\n
PIFO, Sierra, -0.3, -78.3, 3943, 170175, -0.28,  -78.27,  3943.00,  6215\n
PILAGUIN_(PILAHUIN), Sierra, -1.3, -78.8, 3972, 180161, -1.35,  -78.83,  3972.00,  6555\n
PILALO, Sierra, -1, -79, 2883, 50456, -1.00,  -79.00,  2883.00,  5933\n
PILLARO, Sierra, -1.2, -78.5, 3043, 180850, -1.16,  -78.51,  3043.00,  5718\n
PIMAMPIRO, Sierra, 0.4, -77.9, 2376, 100550, 0.36,  -77.95,  2376.00,  5347\n
PIMOCHA, Costa, -1.8, -79.6, 3, 120154, -1.78,  -79.57,  3.00,  2490\n
PINDAL, Sierra, -4.1, -80.1, 737, 111450, -4.13,  -80.11,  737.00,  3524\n
PINDILIG, Sierra, -2.6, -78.7, 3129, 30156, -2.60,  -78.72,  3129.00,  5592\n
PINGUILI, Sierra, -1.4, -78.6, 3054, 180451, -1.39,  -78.63,  3054.00,  5694\n
PINLLOPATA, Sierra, -1.1, -79, 2419, 50352, -1.15,  -79.00,  2419.00,  5714\n
PINNAS, Costa, -3.7, -79.7, 1112, 71050, -3.67,  -79.70,  1112.00,  3848\n
PINTAG, Sierra, -0.4, -78.3, 3401, 170176, -0.45,  -78.34,  3401.00,  5896\n
PIOTER, Sierra, 0.7, -77.8, 2955, 40155, 0.65,  -77.78,  2955.00,  5278\n
PISTISHI_(NARIZ_DEL_DIABLO), Sierra, -2.3, -78.9, 2473, 60256, -2.26,  -78.88,  2473.00,  5424\n
PLAZA_GUTIERREZ_(CALVARIO), Sierra, 0.3, -78.4, 2978, 100355, 0.34,  -78.42,  2978.00,  5367\n
POALO, Sierra, -0.9, -78.7, 3442, 50158, -0.88,  -78.71,  3442.00,  5936\n
POMASQUI, Sierra, -0, -78.5, 2481, 170177, -0.05,  -78.46,  2481.00,  4914\n, 0.19,  -78.49,  2481.00,  5236\n
POMASQUI, Sierra, -0, -78.5, 2481, 170177, -0.05,  -78.46,  2481.00,  4914\n, 0.19,  -78.49,  2481.00,  5236\n
POMONA, Oriente, -1.6, -77.9, 928, 160157, -1.65,  -77.89,  928.00,  3918\n
POMPEYA, Oriente, -0.4, -76.7, 254, 220352, -0.42,  -76.68,  254.00,  2990\n
PORTOVELO, Costa, -3.7, -79.6, 736, 71150, -3.73,  -79.61,  736.00,  3416\n
PORTOVIEJO, Costa, -1.1, -80.5, 53, 130150, -1.08,  -80.46,  53.00,  1931\n
POSORJA, Costa, -2.7, -80.3, 18, 90156, -2.69,  -80.28,  18.00,  2546\n
POZUL_(SAN_JUAN_DE_POZUL), Sierra, -4.1, -80.1, 1597, 110455, -4.13,  -80.05,  1597.00,  4379\n
PRESIDENTE_URBINA_(CHAGRAPAMBA_-PATZUCUL), Sierra, -1.1, -78.6, 2833, 180854, -1.15,  -78.56,  2833.00,  5562\n
PRINCIPAL, Sierra, -3, -78.7, 3219, 11151, -3.02,  -78.72,  3219.00,  5793\n
PROGRESO, Costa, -3.3, -79.7, 527, 70954, -3.27,  -79.69,  527.00,  3250\n
PUCAPAMBA, Oriente, -4.9, -79.1, 1092, 190256, -4.95,  -79.12,  1092.00,  4212\n
PUCARA, Sierra, -3.2, -79.5, 2744, 10650, -3.18,  -79.53,  2744.00,  5772\n
PUCAYACU, Sierra, -0.7, -79.1, 1098, 50252, -0.67,  -79.08,  1098.00,  3408\n
PUEBLOVIEJO, Costa, -1.6, -79.5, 11, 120450, -1.59,  -79.48,  11.00,  2457\n, -1.55,  -79.54,  11.00,  2417\n
PUEBLOVIEJO, Costa, -1.6, -79.5, 11, 120450, -1.59,  -79.48,  11.00,  2457\n, -1.55,  -79.54,  11.00,  2417\n
PUEBLO_NUEVO, Costa, -1, -80.3, 201, 130154, -0.98,  -80.31,  201.00,  2033\n
PUELA, Sierra, -1.5, -78.4, 3738, 60953, -1.50,  -78.44,  3738.00,  6325\n
PUELLARO, Sierra, 0.1, -78.4, 2616, 170178, 0.08,  -78.38,  2616.00,  5190\n
PUEMBO, Sierra, -0.2, -78.4, 2385, 170179, -0.17,  -78.37,  2385.00,  4976\n
PUERTO_AYORA, , -0.7, -90.3, 1000, 200350, -0.74,  -90.31,  1000.00,  3467\n
PUERTO_BAQUERIZO_MORENO, , -0.9, -89.6, 1000, 200150, -0.91,  -89.61,  1000.00,  3364\n
PUERTO_BOLIVAR_(PUERTO_MONTUFAR), Oriente, -0, -76, 262, 210352, -0.05,  -76.03,  262.00,  2989\n
PUERTO_DE_CAYO, Costa, -1.3, -80.7, 218, 130658, -1.33,  -80.70,  218.00,  2467\n
PUERTO_EL_CARMEN_DEL_PUTUMAYO, Oriente, 0, -75.8, 232, 210350, 0.03,  -75.84,  232.00,  3010\n
PUERTO_FRANCISCO_DE_ORELLANA_(EL_COCA), Oriente, -0.4, -77, 247, 220150, -0.44,  -76.99,  247.00,  2925\n
PUERTO_LIBRE, Oriente, 0.1, -77.5, 985, 210254, 0.15,  -77.55,  985.00,  3462\n
PUERTO_LIMON, Sierra, -0.4, -79.4, 269, 230152, -0.35,  -79.36,  269.00,  2690\n
PUERTO_LOPEZ, Costa, -1.6, -80.7, 279, 131950, -1.60,  -80.74,  279.00,  2849\n
PUERTO_MISAHUALLI, Oriente, -1, -77.7, 762, 150155, -0.97,  -77.66,  762.00,  3681\n
PUERTO_MURIALDO, Oriente, -0.7, -77.2, 313, 220452, -0.65,  -77.17,  313.00,  2956\n
PUERTO_NAPO, Oriente, -1.1, -77.7, 456, 150156, -1.09,  -77.75,  456.00,  3250\n
PUERTO_PECHICHE, Costa, -1.4, -79.5, 25, 120451, -1.43,  -79.54,  25.00,  2439\n
PUERTO_QUITO, Sierra, 0.2, -79.2, 181, 170950, 0.16,  -79.24,  181.00,  2269\n
PUERTO_RODRIGUEZ, Oriente, -0.1, -75.5, 216, 210353, -0.10,  -75.45,  216.00,  2802\n
PUERTO_VILLAMIL, , -1, -91, 1000, 200250, -0.95,  -90.97,  1000.00,  3385\n
PUJILI, Sierra, -1, -78.7, 3307, 50450, -0.99,  -78.72,  3307.00,  5951\n
PUMALLACTA, Sierra, -2.3, -78.8, 3478, 60257, -2.28,  -78.81,  3478.00,  6181\n
PUMPUENTSA, Oriente, -2.6, -77.3, 265, 140954, -2.62,  -77.27,  265.00,  2973\n
PUNA, , -2.8, -80.1, 1000, 90157, -2.84,  -80.12,  1000.00,  3934\n
PUNGALA, Sierra, -1.9, -78.5, 4112, 60157, -1.86,  -78.50,  4112.00,  6700\n
PUNIN, Sierra, -1.8, -78.7, 3088, 60158, -1.76,  -78.67,  3088.00,  5669\n
PURUNUMA_(EGUIGUREN), Sierra, -4.2, -79.4, 2522, 110754, -4.22,  -79.36,  2522.00,  5193\n
PUYO, Oriente, -1.5, -78, 948, 160150, -1.47,  -77.99,  948.00,  3975\n
QUERO, Sierra, -1.4, -78.6, 3233, 180650, -1.43,  -78.59,  3233.00,  5863\n
QUEVEDO, Costa, -1, -79.5, 79, 120550, -1.02,  -79.48,  79.00,  2247\n
QUILANGA, Sierra, -4.3, -79.4, 1897, 111550, -4.29,  -79.41,  1897.00,  4645\n
QUIMIAG, Sierra, -1.7, -78.5, 3753, 60159, -1.68,  -78.52,  3753.00,  6406\n
QUINARA, Sierra, -4.4, -79.3, 2560, 110163, -4.39,  -79.27,  2560.00,  5328\n
QUINCHICOTO, Sierra, -1.4, -78.7, 3656, 180951, -1.38,  -78.69,  3656.00,  6228\n
QUINGEO, Sierra, -3.1, -78.9, 2932, 10161, -3.06,  -78.94,  2932.00,  5486\n
QUINGUE_(OLMEDO_PERDOMO_FRANCO), Costa, 0.7, -80.1, 99, 80354, 0.71,  -80.07,  99.00,  2223\n
QUINSALOMA, Costa, -1.1, -79.4, 70, 121350, -1.14,  -79.36,  70.00,  2269\n
QUIROGA, Sierra, -0.9, -80.1, 200, 130252, -0.93,  -80.08,  200.00,  2096\n
QUIROGA1, , 0.3, -78.4, 3287, 100455, 0.30,  -78.39,  3287.00,  5777\n
QUISAPINCHA_(QUIZAPINCHA), Sierra, -1.2, -78.7, 3583, 180162, -1.19,  -78.72,  3583.00,  6287\n
QUITO, Sierra, -0.2, -78.5, 3017, 170150, -0.21,  -78.52,  3017.00,  5470\n
RAMON_CAMPANNA, Sierra, -1.1, -79.1, 1857, 50353, -1.08,  -79.09,  1857.00,  5724\n
REGULO_DE_MORA, Sierra, -1.9, -79.2, 1761, 20553, -1.88,  -79.20,  1761.00,  5686\n
REMIGIO_CRESPO_TORAL_(GULAG), Sierra, -2.9, -78.7, 3058, 10356, -2.94,  -78.73,  3058.00,  5568\n
RICAURTE, Costa, -2.9, -79, 2552, 10162, -2.86,  -78.96,  2552.00,  5222\n
RICAURTE1, , -1.6, -79.4, 38, 120651, -1.56,  -79.38,  38.00,  2370\n
RICAURTE2, , -0.6, -80, 515, 130356, -0.56,  -79.95,  515.00,  3110\n
RIOBAMBA, Sierra, -1.7, -78.7, 2765, 60150, -1.67,  -78.66,  2765.00,  5431\n
RIOCHICO_(RIO_CHICO), Costa, -1, -80.4, 174, 130155, -0.99,  -80.39,  174.00,  2045\n
RIOVERDE, Costa, 1, -79.4, 7, 80750, 1.02,  -79.43,  7.00,  2295\n
RIO_BLANCO, Oriente, -2.4, -78.4, 3263, 140164, -2.38,  -78.38,  3263.00,  6137\n
RIO_BONITO, Costa, -3.1, -79.7, 391, 70654, -3.13,  -79.72,  391.00,  2963\n
RIO_CORRIENTES, Oriente, -2.3, -76.6, 277, 160158, -2.34,  -76.56,  277.00,  2802\n
RIO_NEGRO, Sierra, -1.3, -78.2, 1834, 180252, -1.30,  -78.22,  1834.00,  5150\n
RIO_TIGRE, Oriente, -1.9, -76.3, 210, 160159, -1.90,  -76.25,  210.00,  2871\n
RIO_VERDE, Sierra, -1.4, -78.3, 2217, 180253, -1.37,  -78.32,  2217.00,  5342\n
RIVERA, Sierra, -2.5, -78.7, 2769, 30157, -2.52,  -78.68,  2769.00,  5345\n
ROBERTO_ASTUDILLO_(CAB_EN_CRUCE_DE_VENECIA), Costa, -2.2, -79.5, 24, 91054, -2.17,  -79.51,  24.00,  2475\n
ROCAFUERTE, Costa, -0.9, -80.4, 32, 131250, -0.91,  -80.41,  32.00,  1956\n
ROCAFUERTE1, , 1, -79.4, 68, 80755, 0.97,  -79.37,  68.00,  2286\n
ROSA_FLORIDA, Oriente, 0.3, -77.5, 970, 210553, 0.35,  -77.51,  970.00,  3125\n
ROSA_ZARATE_(QUININDE), Costa, 0.2, -79.5, 97, 80450, 0.24,  -79.52,  97.00,  2235\n
RUMIPAMBA, Oriente, -0.1, -77, 319, 220356, -0.10,  -76.96,  319.00,  3024\n
RUMIPAMBA1, , -0.5, -78.4, 3349, 170552, -0.46,  -78.44,  3349.00,  5724\n
RUMIPAMBA2, , -1.5, -78.6, 3569, 180651, -1.45,  -78.63,  3569.00,  6220\n
SABANILLA, Costa, -1.9, -80.3, 64, 91452, -1.93,  -80.26,  64.00,  2439\n
SABANILLA1, , -4, -79.1, 2974, 190155, -4.00,  -79.06,  2974.00,  5653\n
SABANILLA2, , -4.2, -80.1, 578, 110456, -4.21,  -80.15,  578.00,  3440\n
SABIANGO_(LA_CAPILLA), Sierra, -4.4, -79.8, 753, 110853, -4.36,  -79.83,  753.00,  3561\n
SACAPALCA, Sierra, -4.1, -79.5, 1519, 110756, -4.15,  -79.53,  1519.00,  4275\n
SALANGO, Costa, -1.6, -80.8, 178, 131952, -1.64,  -80.80,  178.00,  2342\n
SALASACA, Sierra, -1.3, -78.6, 2723, 180758, -1.32,  -78.58,  2723.00,  5364\n
SALATI, Costa, -3.8, -79.5, 1514, 71153, -3.77,  -79.50,  1514.00,  4183\n
SALIMA, Costa, 0.3, -80, 1000, 80355, 0.33,  -79.96,  1000.00,  2919\n
SALINAS, Sierra, -2.2, -81, 5, 240350, -2.22,  -80.96,  5.00,  2628\n
SALINAS1, , 0.5, -78.1, 1636, 100156, 0.49,  -78.14,  1636.00,  4885\n
SALINAS2, , -1.4, -79.1, 2435, 20155, -1.38,  -79.11,  2435.00,  5961\n
SALVIAS, Costa, -3.6, -79.5, 2024, 71359, -3.59,  -79.52,  2024.00,  4459\n
SAMBORONDON, Costa, -2, -79.8, 6, 91650, -1.99,  -79.76,  6.00,  2486\n
SANGAY_(CAB_EN_NAYAMANACA), Oriente, -1.8, -78, 1045, 140454, -1.76,  -78.04,  1045.00,  4102\n
SANGOLQUI, Sierra, -0.4, -78.4, 2590, 170550, -0.35,  -78.44,  2590.00,  5120\n
SANGUILLIN, Sierra, -4.5, -79.5, 1904, 110254, -4.47,  -79.53,  1904.00,  4861\n
SANTA_ANA, Sierra, -3, -78.9, 2900, 10164, -2.97,  -78.91,  2900.00,  5383\n
SANTA_ANA_DE_VUELTA_LARGA, Costa, -1.2, -80.4, 132, 131350, -1.23,  -80.36,  132.00,  1999\n
SANTA_BARBARA, Oriente, 0.6, -77.5, 3199, 210554, 0.60,  -77.52,  3199.00,  5895\n
SANTA_CECILIA, Oriente, 0.1, -77, 332, 210158, 0.08,  -76.99,  332.00,  3064\n
SANTA_CLARA, Oriente, -1.3, -77.9, 868, 160350, -1.26,  -77.86,  868.00,  3806\n
SANTA_ELENA, Oriente, -2.2, -80.7, 90, 240150, -2.22,  -80.71,  90.00,  2575\n
SANTA_ELENA1, , 0.3, -76.3, 268, 210354, 0.33,  -76.27,  268.00,  2778\n
SANTA_FE_(SANTA_FE), Sierra, -1.6, -79, 2893, 20158, -1.61,  -79.03,  2893.00,  6063\n
SANTA_FE_DE_GALAN, Sierra, -1.5, -78.6, 3566, 60758, -1.50,  -78.57,  3566.00,  6114\n
SANTA_ISABEL_(CHAGUARURCO), Sierra, -3.3, -79.4, 1511, 10850, -3.30,  -79.36,  1511.00,  4249\n
SANTA_LUCIA, Costa, -1.7, -80, 9, 91850, -1.72,  -80.03,  9.00,  2497\n
SANTA_MARIANITA_(BOCA_DE_PACOCHE), Costa, -1, -80.8, 240, 130852, -1.01,  -80.85,  240.00,  2458\n
SANTA_MARIANITA_DE_JESUS, Oriente, -2.4, -78.2, 1161, 140655, -2.40,  -78.20,  1161.00,  4144\n
SANTA_MARIA_DEL_TOACHI, Sierra, -0.6, -79.2, 420, 230157, -0.58,  -79.23,  420.00,  3063\n
SANTA_MARIA_DE_HUIRIRIMA, Oriente, -0.7, -75.6, 212, 220253, -0.65,  -75.64,  212.00,  2731\n
SANTA_MARTHA_DE_CUBA, Sierra, 0.6, -77.8, 2832, 40161, 0.65,  -77.76,  2832.00,  5306\n
SANTA_RITA, Costa, 1.1, -78.7, 247, 80559, 1.05,  -78.67,  247.00,  2783\n
SANTA_ROSA, Oriente, -1.3, -78.7, 3125, 180165, -1.30,  -78.68,  3125.00,  5859\n
SANTA_ROSA1, , -3.4, -79.9, 8, 71250, -3.44,  -79.93,  8.00,  2193\n
SANTA_ROSA2, , -0.2, -77.8, 2546, 150454, -0.21,  -77.79,  2546.00,  5742\n
SANTA_ROSA3, , -0.5, -90.4, 1000, 200352, -0.48,  -90.45,  1000.00,  3529\n
SANTA_ROSA_DE_CUZUBAMBA, Sierra, -0, -78.3, 2576, 170255, -0.04,  -78.28,  2576.00,  5002\n
SANTA_ROSA_DE_FLANDES, Costa, -2.6, -79.7, 0, 91153, -2.63,  -79.68,  0.00,  2462\n
SANTA_ROSA_DE_SUCUMBIOS, Oriente, 0.2, -77.1, 409, 210651, 0.17,  -77.14,  409.00,  3001\n
SANTA_RUFINA, Sierra, -3.9, -79.8, 1062, 110553, -3.87,  -79.76,  1062.00,  3807\n
SANTA_TERESITA, Sierra, -4.5, -79.4, 2378, 110653, -4.53,  -79.38,  2378.00,  5082\n
SANTIAGO, Sierra, -1.7, -78.9, 3988, 20555, -1.73,  -78.94,  3988.00,  6717\n
SANTIAGO1, , -3, -78, 299, 141250, -3.03,  -78.04,  299.00,  2838\n
SANTIAGO2, , -3.8, -79.3, 2462, 110159, -3.80,  -79.29,  2462.00,  5326\n
SANTIAGO_DE_MENDEZ, Oriente, -2.6, -78.4, 1998, 140550, -2.61,  -78.40,  1998.00,  5356\n
SANTIAGO_DE_PANANZA, Oriente, -3.2, -78.5, 1229, 140854, -3.20,  -78.48,  1229.00,  4072\n
SANTIAGO_DE_QUITO_(CAB_EN_SAN_ANTONIO_DE_QUITO), Sierra, -1.8, -78.7, 3406, 60354, -1.77,  -78.73,  3406.00,  6018\n
SANTO_DOMINGO_DE_LOS_COLORADOS, Sierra, -0.2, -79.1, 489, 230150, -0.23,  -79.14,  489.00,  3293\n
SANTO_DOMINGO_DE_ONZOLE, Costa, 0.7, -79.2, 192, 80259, 0.68,  -79.16,  192.00,  2380\n
SAN_ANDRES, Sierra, -1.5, -78.8, 3609, 60754, -1.52,  -78.75,  3609.00,  6256\n
SAN_ANDRES1, , -1.1, -78.5, 2967, 180855, -1.10,  -78.54,  2967.00,  5552\n
SAN_ANDRES2, , -4.8, -79.3, 2366, 190259, -4.80,  -79.33,  2366.00,  5170\n
SAN_ANTONIO, Sierra, 0, -78.4, 2552, 170180, 0.03,  -78.44,  2552.00,  5155\n
SAN_ANTONIO1, , 0.3, -78.2, 2421, 100157, 0.32,  -78.17,  2421.00,  5159\n
SAN_ANTONIO2, , -4, -79.7, 1146, 110957, -3.98,  -79.66,  1146.00,  3977\n
SAN_ANTONIO3, , -0.7, -80.2, 19, 130357, -0.66,  -80.19,  19.00,  1992\n
SAN_ANTONIO4, , -2.6, -79.2, 1706, 30358, -2.60,  -79.23,  1706.00,  4549\n
SAN_ANTONIO5, , -3.5, -80, 81, 71254, -3.54,  -80.01,  81.00,  2403\n
SAN_ANTONIO_(CAB_EN_SAN_ANTONIO_CENTRO), Oriente, -3, -78.4, 1015, 140353, -3.04,  -78.37,  1015.00,  3820\n
SAN_ANTONIO_DE_BAYUSHIG, Sierra, -1.5, -78.5, 2808, 60954, -1.55,  -78.52,  2808.00,  5417\n
SAN_ANTONIO_DE_LAS_ARADAS_(CAB_EN_LAS_ARADAS), Sierra, -4.4, -79.4, 2095, 111552, -4.39,  -79.36,  2095.00,  4846\n
SAN_ANTONIO_DE_QUMBE_(CUMBE), Sierra, -3.5, -79.2, 2696, 111155, -3.53,  -79.23,  2696.00,  5338\n
